orig Songs Names,Sampling Song Names,Start of Sample,Start of sample in orig song
Top Billin' [ Audio Two ],"Bitch Niggaz [ Dr. Dre feat. Snoop Dogg, Hittman and Six-Two ]",['2:14'],['0:53']
Top Billin' [ Audio Two ],Outta Control [ 50 Cent ],['1:25'],['0:47']
Top Billin' [ Audio Two ],)))____◎◎◎◎█████ [ Lil Ugly Mane ],['4:20'],['0:14']
Top Billin' [ Audio Two ],Basic Instinct [ Quasimoto ],['1:15'],['0:00']
Top Billin' [ Audio Two ],Chillin [ Wale feat. Lady Gaga ],['0:29'],['0:43']
Top Billin' [ Audio Two ],The Bounce [ Jay-Z feat. Kanye West ],['2:37'],['0:22']
Top Billin' [ Audio Two ],Pop the Glock [ Uffie ],['0:02'],['0:04']
Top Billin' [ Audio Two ],Help [ Lloyd Banks feat. Keri Hilson ],['0:01'],['0:00']
Top Billin' [ Audio Two ],Good Ol' Love [ Masta Ace ],['2:38'],['1:09']
Top Billin' [ Audio Two ],Behind Bars [ Slick Rick ],['0:52'],['1:15']
Papa Was Too [ Joe Tex ],Wu-Tang Clan Ain't Nuthing Ta F' Wit [ Wu-Tang Clan ],['0:16'],['0:00']
Papa Was Too [ Joe Tex ],Nothin' on You [ B.o.B feat. Bruno Mars ],['0:20'],['0:01']
Papa Was Too [ Joe Tex ],Ghetto Celebrity [ Menace 2 Society ],['0:27'],['0:03']
Papa Was Too [ Joe Tex ],Real Hip Hop [ Das EFX ],['0:01'],['0:00']
Papa Was Too [ Joe Tex ],"Christmas in Harlem [ Kanye West, Teyana Taylor and CyHi the Prynce feat. Cam'ron, Pusha T and Jim Jones ]",['0:02'],['0:04']
Papa Was Too [ Joe Tex ],Playaz Club [ Rappin' 4-Tay ],['0:10'],['0:01']
Papa Was Too [ Joe Tex ],Give It Up [ Jay Dee ],"['0:01', '0:02']","['0:11', '0:46']"
Papa Was Too [ Joe Tex ],Meth vs. Chef [ Method Man feat. Raekwon ],['0:24'],['0:00']
Papa Was Too [ Joe Tex ],Absolutely [ MF DOOM ],['0:16'],['0:00']
Papa Was Too [ Joe Tex ],Head Banger [ EPMD feat. K-Solo and Redman ],['0:01'],['0:00']
Papa Was Too [ Joe Tex ],"Snakes [ Ol' Dirty Bastard and Killah Priest feat. RZA, Masta Killa and Buddha Monk ]",['0:14'],['0:01']
Papa Was Too [ Joe Tex ],Manifest [ Gang Starr ],['0:08'],['0:00']
Papa Was Too [ Joe Tex ],A Bitch Iz a Bitch [ N.W.A ],['0:00'],['0:00']
Papa Was Too [ Joe Tex ],So(ul) Amazin' (Steel Blazin') [ Blu and Exile ],['0:00'],['0:01']
Papa Was Too [ Joe Tex ],Jane [ EPMD ],['0:10'],['0:01']
Papa Was Too [ Joe Tex ],D.R.U.G.S. [ Rejjie Snow ],['0:10'],['0:02']
Misunderstanding [ D-Train ],3500 [ Travis Scott feat. Future and 2 Chainz ],['0:30'],['4:20']
Misunderstanding [ D-Train ],Dilemma [ Nelly feat. Kelly Rowland ],['0:23'],['4:20']
Misunderstanding [ D-Train ],Génération Assassin [ Booba ],['1:19'],['4:20']
Misunderstanding [ D-Train ],Tick Tock [ Joji ],['0:11'],['4:20']
Misunderstanding [ D-Train ],Fancy [ Twice ],['0:05'],['4:20']
Misunderstanding [ D-Train ],Rainbow Six [ JPEGMAFIA feat. Yung Midpack ],['3:52'],['4:20']
Misunderstanding [ D-Train ],Used to This [ Future feat. Drake ],['0:52'],['4:20']
Misunderstanding [ D-Train ],Want Some More [ Nicki Minaj feat. Jeremih ],['0:17'],['4:20']
Misunderstanding [ D-Train ],Panic Emoji [ JPEGMAFIA ],['1:05'],['4:20']
Misunderstanding [ D-Train ],Leave Me Alone [ Flipp Dinero ],['1:10'],['4:24']
Misunderstanding [ D-Train ],Regular [ NCT 127 ],['0:35'],['4:20']
Misunderstanding [ D-Train ],169 Aaaah! [ Roland Corporation ],['0:57'],['4:20']
Misunderstanding [ D-Train ],"Wat U Mean (Aye, Aye, Aye) [ Dae Dae ]",['0:00'],['4:20']
Misunderstanding [ D-Train ],Hi Babe [ Juju ],['0:02'],['4:20']
Misunderstanding [ D-Train ],It Doesn't Matter [ Tory Lanez ],['0:01'],['4:20']
Misunderstanding [ D-Train ],Super Mario World [ Logic ],['0:38'],['4:20']
(Nothing Serious) Just Buggin' [ Whistle ],Jestem Bogiem [ Paktofonika ],['0:53'],['3:53']
(Nothing Serious) Just Buggin' [ Whistle ],Gettin' Jiggy Wit It [ Will Smith ],"['0:00', '0:04']",['3:53']
(Nothing Serious) Just Buggin' [ Whistle ],Pump Up the Volume [ M|A|R|R|S ],['3:40'],['3:53']
(Nothing Serious) Just Buggin' [ Whistle ],Summer Jam [ The Underdog Project ],"['0:14', '0:18', '0:22', '0:29']",['3:53']
(Nothing Serious) Just Buggin' [ Whistle ],Pump That Bass [ Original Concept ],['0:41'],['3:53']
(Nothing Serious) Just Buggin' [ Whistle ],YRN [ Migos feat. Young Thug ],['0:11'],['3:53']
(Nothing Serious) Just Buggin' [ Whistle ],I Started a Joke [ Skib ],['1:18'],['0:18']
(Nothing Serious) Just Buggin' [ Whistle ],Extraterrestrial Wahwahs [ Mr. Sauceman ],['0:07'],['3:53']
(Nothing Serious) Just Buggin' [ Whistle ],Doowutchyalike [ Digital Underground ],['0:25'],['0:18']
(Nothing Serious) Just Buggin' [ Whistle ],Brooklyn [ Mos Def ],['1:13'],['0:27']
(Nothing Serious) Just Buggin' [ Whistle ],A One Two [ Biz Markie ],['1:57'],['0:00']
(Nothing Serious) Just Buggin' [ Whistle ],The Inevitable Return of the Great White Dope [ Bloodhound Gang ],['0:13'],['3:53']
(Nothing Serious) Just Buggin' [ Whistle ],2 Live Is What We Are...(Word) [ 2 Live Crew ],['1:12'],['3:53']
(Nothing Serious) Just Buggin' [ Whistle ],Пятница [ ДеЦл ],['2:24'],['3:53']
(Nothing Serious) Just Buggin' [ Whistle ],"Joint Mix [ Tolga ""Flim Flam"" Balkan ]",['0:49'],['0:00']
(Nothing Serious) Just Buggin' [ Whistle ],Ninja Rap [ Vanilla Ice ],['0:11'],['3:53']
I'm Gonna Love You Just a Little More Baby [ Barry White ],Da Funk [ Daft Punk ],['0:51'],['0:00']
I'm Gonna Love You Just a Little More Baby [ Barry White ],One More Chance / Stay With Me (Remix) [ The Notorious B.I.G. feat. Faith Evans ],['1:43'],['1:53']
I'm Gonna Love You Just a Little More Baby [ Barry White ],One Mic [ Nas ],['0:55'],['0:00']
I'm Gonna Love You Just a Little More Baby [ Barry White ],Even Deeper [ Rick Ross feat. Barry White ],"['0:00', '1:04']","['0:07', '1:57']"
I'm Gonna Love You Just a Little More Baby [ Barry White ],Everlasting Bass [ Rodney O and Joe Cooley ],['0:11'],['0:07']
I'm Gonna Love You Just a Little More Baby [ Barry White ],As the Rhyme Goes On [ Eric B. & Rakim ],['0:29'],['0:01']
I'm Gonna Love You Just a Little More Baby [ Barry White ],Smoke Break [ Curren$y ],['0:08'],['0:00']
I'm Gonna Love You Just a Little More Baby [ Barry White ],Live Again [ ScHoolboy Q feat. Kendrick Lamar and CurT@!n$ ],['0:28'],['0:02']
I'm Gonna Love You Just a Little More Baby [ Barry White ],The Watch [ Ghostface Killah feat. Raekwon ],['0:23'],['0:01']
I'm Gonna Love You Just a Little More Baby [ Barry White ],Time to Get Ill [ Beastie Boys ],['0:40'],['0:02']
I'm Gonna Love You Just a Little More Baby [ Barry White ],Return of Simba [ J. Cole ],['0:33'],['0:01']
I'm Gonna Love You Just a Little More Baby [ Barry White ],Sweet Thing [ Mary J. Blige ],['0:13'],['0:05']
I'm Gonna Love You Just a Little More Baby [ Barry White ],Neck of the Woods [ Birdman feat. Lil Wayne ],['0:02'],['0:35']
I'm Gonna Love You Just a Little More Baby [ Barry White ],Deeper and Deeper [ Jackie Mittoo ],['0:01'],['0:00']
I'm Gonna Love You Just a Little More Baby [ Barry White ],One Less Bitch [ N.W.A ],['0:17'],['0:32']
I'm Gonna Love You Just a Little More Baby [ Barry White ],Ridin' N' Da Chevy Pt. 2 [ DJ Paul and Lord Infamous feat. Juicy J ],['0:12'],['0:07']
Peter Piper [ Run-DMC ],Work It [ Missy Elliott ],"['0:09', '1:44', '3:25', '4:03']","['0:07', '1:28', '2:06', '2:10']"
Peter Piper [ Run-DMC ],No Good (Start the Dance) [ The Prodigy ],['0:20'],['2:19']
Peter Piper [ Run-DMC ],If I Can't [ 50 Cent ],['0:25'],['0:00']
Peter Piper [ Run-DMC ],The New Style [ Beastie Boys ],['0:56'],['2:09']
Peter Piper [ Run-DMC ],Let Me Clear My Throat [ DJ Kool ],['1:16'],['0:01']
Peter Piper [ Run-DMC ],Out of Space [ The Prodigy ],['0:12'],['2:18']
Peter Piper [ Run-DMC ],Return of the Mack [ Mark Morrison ],['0:32'],['2:05']
Peter Piper [ Run-DMC ],"Hip Hop [ DJ Khaled feat. DJ Premier, Nas and Scarface ]",['3:48'],['1:54']
Peter Piper [ Run-DMC ],Launch Base Zone Act 1 [ Brad Buxer ],['0:08'],['1:56']
Peter Piper [ Run-DMC ],Off the Books [ The Beatnuts feat. Big Pun and Cuban Link ],['2:53'],['1:56']
Peter Piper [ Run-DMC ],When I B on Tha Mic [ Rakim ],['2:01'],['2:10']
Peter Piper [ Run-DMC ],"The Good, the Bad, the Ugly [ Consequence feat. Kanye West ]",['3:22'],['2:05']
Peter Piper [ Run-DMC ],Fire (Sunrise Version) [ The Prodigy ],['0:13'],['2:18']
Peter Piper [ Run-DMC ],Catchin Feelins [ 2Pac feat. Outlawz ],['0:02'],['0:22']
Peter Piper [ Run-DMC ],Renegade Master (Fatboy Slim Old Skool Edit) [ Wildchild ],['0:38'],['1:56']
Peter Piper [ Run-DMC ],Physical Stamina [ Jeru the Damaja feat. Afu-Ra ],['1:03'],['0:01']
Who U Wit? [ Lil Jon and The East Side Boyz ],Started From the Bottom [ Drake ],['0:50'],['0:02']
Who U Wit? [ Lil Jon and The East Side Boyz ],B.M.F. (Blowin' Money Fast) [ Rick Ross feat. Styles P ],['0:03'],['0:01']
Who U Wit? [ Lil Jon and The East Side Boyz ],Sanguine Paradise [ Lil Uzi Vert ],['1:32'],['0:00']
Who U Wit? [ Lil Jon and The East Side Boyz ],Cha Cha (Original Version) [ D.R.A.M. ],['0:15'],['0:00']
Who U Wit? [ Lil Jon and The East Side Boyz ],I'm Different [ 2 Chainz ],"['0:33', '0:43']","['0:01', '1:41']"
Who U Wit? [ Lil Jon and The East Side Boyz ],Far Alone [ G-EAZY feat. Jay Ant ],['0:29'],['0:00']
Who U Wit? [ Lil Jon and The East Side Boyz ],"Hella Hoes [ A$AP Mob, A$AP Twelvyy, A$AP Ferg and A$AP Rocky feat. A$AP Nast ]",['0:48'],['0:00']
Who U Wit? [ Lil Jon and The East Side Boyz ],We Dem Boyz [ Wiz Khalifa ],['0:01'],['0:00']
Who U Wit? [ Lil Jon and The East Side Boyz ],Young Jesus [ Logic feat. Big Lenbo ],['0:32'],['0:01']
Who U Wit? [ Lil Jon and The East Side Boyz ],Anti [ SOB X RBE ],['0:40'],['0:00']
Who U Wit? [ Lil Jon and The East Side Boyz ],Kill Yourself (Part II) [ $uicideboy$ ],['0:20'],['0:01']
Who U Wit? [ Lil Jon and The East Side Boyz ],Ski Mask [ Smokepurpp ],['0:34'],['0:01']
Who U Wit? [ Lil Jon and The East Side Boyz ],The Bigger Picture [ Lil Ba ],['0:28'],['0:00']
Who U Wit? [ Lil Jon and The East Side Boyz ],Hi [ Vybz Kartel ],['0:26'],['0:01']
Who U Wit? [ Lil Jon and The East Side Boyz ],Alright [ Logic feat. Big Sean ],['0:04'],['0:01']
Who U Wit? [ Lil Jon and The East Side Boyz ],Psycho Pass [ Xavier Wulf ],['0:18'],['0:00']
Theme From the Planets [ Dexter Wansel ],Johnny P's Caddy [ Benny the Butcher and J. Cole ],['0:07'],['0:00']
Theme From the Planets [ Dexter Wansel ],Lights Please [ J. Cole ],['0:00'],['0:01']
Theme From the Planets [ Dexter Wansel ],Everybody Dies [ J. Cole ],['0:22'],['0:00']
Theme From the Planets [ Dexter Wansel ],Spotlight [ Wiz Khalifa feat. Killa Kyleon ],['0:09'],['0:07']
Theme From the Planets [ Dexter Wansel ],I'm Sorry [ Swell ],['0:00'],['0:03']
Theme From the Planets [ Dexter Wansel ],I Ain't No Joke [ Eric B. & Rakim ],['0:10'],['0:01']
Theme From the Planets [ Dexter Wansel ],Lost Ones [ J. Cole ],['0:15'],['0:03']
Theme From the Planets [ Dexter Wansel ],Thank You [ Dido ],['0:05'],['0:01']
Theme From the Planets [ Dexter Wansel ],Frontier Psychiatrist [ The Avalanches ],['1:18'],['0:03']
Theme From the Planets [ Dexter Wansel ],Beat Breaks [ DJ Premier feat. Nas ],"['0:08', '0:13', '0:20']","['0:14', '0:10', '0:00']"
Theme From the Planets [ Dexter Wansel ],D>E>A>T>H>M>E>T>A>L [ Panchiko ],['0:54'],['0:03']
Theme From the Planets [ Dexter Wansel ],Do It Like You [ Diggy Simmons feat. Jeremih ],['0:21'],['1:36']
Theme From the Planets [ Dexter Wansel ],Slapp [ Stalley ],['0:00'],['0:01']
Theme From the Planets [ Dexter Wansel ],One Too Many Mornings [ The Chemical Brothers ],['0:57'],['0:01']
Theme From the Planets [ Dexter Wansel ],World Princess Part II [ Grimes ],['1:04'],['0:03']
Theme From the Planets [ Dexter Wansel ],Last Night [ Kid 'N Play ],['0:01'],['0:01']
Thriller [ Michael Jackson ],The Space Program [ A Tribe Called Quest ],['0:56'],['11:58']
Thriller [ Michael Jackson ],The Way It Is [ The Prodigy ],['0:08'],['6:20']
Thriller [ Michael Jackson ],Caribbean Queen (No More Love on the Run) [ Billy Ocean ],['0:48'],['11:57']
Thriller [ Michael Jackson ],100 Miles and Runnin' [ N.W.A ],['2:54'],['11:57']
Thriller [ Michael Jackson ],Frank Lucas [ Freddie Gibbs and The Alchemist feat. Benny the Butcher ],['1:56'],['11:57']
Thriller [ Michael Jackson ],Riot [ Flying Lotus ],['2:59'],['11:58']
Thriller [ Michael Jackson ],MOUNT SINAI [ $uicideboy$ ],['0:14'],['11:57']
Thriller [ Michael Jackson ],Peppas [ Westside Gunn feat. Black Star ],['3:47'],['11:58']
Thriller [ Michael Jackson ],911 Is a Joke [ Public Enemy ],['1:19'],['11:57']
Thriller [ Michael Jackson ],"Golimaar [ K. Chakravarthy, S. P. Balasubrahmanyam and S. Janaki ]",['0:17'],['4:15']
Thriller [ Michael Jackson ],"When I Grow Up (Darkchild Remix) [ Pussycat Dolls and Rodney Jerkins feat. Fatman Scoop, P. Diddy and Lil Wayne ]",['0:00'],['13:38']
Thriller [ Michael Jackson ],Happy Song [ Boney M. and Bob Farrell feat. The School Rebels ],['2:10'],['4:13']
Thriller [ Michael Jackson ],BDP [ Westside Gunn feat. Rome Streetz and Stove God Cooks ],['0:12'],['11:58']
Thriller [ Michael Jackson ],Somebody's Watching Me [ Main Line ],"['2:19', '3:35']","['4:43', '5:16']"
Thriller [ Michael Jackson ],The Pull Off [ Lil Peep feat. Ghostemane ],['2:02'],['11:57']
Thriller [ Michael Jackson ],Cheap Thrills [ Hervé ],['0:47'],['9:42']
Good Old Music [ Funkadelic ],Head Game [ 2 Versatile ],['0:21'],['0:02']
Good Old Music [ Funkadelic ],Safe From Harm [ Massive Attack ],['1:30'],['0:01']
Good Old Music [ Funkadelic ],All the Things She Said [ t.A.T.u. ],['0:22'],['0:00']
Good Old Music [ Funkadelic ],Kinda I Want To [ Nine Inch Nails ],['0:50'],['0:00']
Good Old Music [ Funkadelic ],The D.O.C. & the Doctor [ The D.O.C. ],['0:18'],['0:02']
Good Old Music [ Funkadelic ],Nephilim [ Flatbush Zombies ],['0:26'],['0:04']
Good Old Music [ Funkadelic ],Young Black Male [ 2Pac ],['0:01'],['0:03']
Good Old Music [ Funkadelic ],The Wrong Nigga to Fuck Wit [ Ice Cube ],['0:01'],['0:03']
Good Old Music [ Funkadelic ],It Will Rain [ Bruno Mars ],['0:29'],['0:02']
Good Old Music [ Funkadelic ],Cha Cha Cha [ MC Lyte ],"['0:02', '0:24']",['0:00']
Good Old Music [ Funkadelic ],Drain Counter [ Lil Ugly Mane ],['0:00'],['0:02']
Good Old Music [ Funkadelic ],Black THougHts [ ScHoolboy Q ],['0:38'],['0:02']
Good Old Music [ Funkadelic ],Return to Innocence [ Enigma ],['0:44'],['0:01']
Good Old Music [ Funkadelic ],Havin' Thangs [ Big Mike feat. Pimp C ],['1:19'],['0:00']
Good Old Music [ Funkadelic ],Another Execution [ Above the Law ],['0:07'],['0:02']
Good Old Music [ Funkadelic ],"7:30 [ Pete Rock, Smoke DZA and Benny the Butcher feat. Westside Gunn ]",['0:00'],['0:05']
Funky Worm [ Ohio Players ],Jump [ Kris Kross ],['0:03'],['2:18']
Funky Worm [ Ohio Players ],Dopeman [ N.W.A ],['0:22'],['0:47']
Funky Worm [ Ohio Players ],Me Myself and I [ De La Soul ],['0:56'],['0:11']
Funky Worm [ Ohio Players ],"Serial Killa [ Snoop Dogg feat. Tha Dogg Pound, RBX and The D.O.C. ]",['0:03'],['0:50']
Funky Worm [ Ohio Players ],Ain't No Future in Yo' Frontin' [ MC Breed and DFC ],['0:04'],['2:15']
Funky Worm [ Ohio Players ],California Vacation [ The Game feat. Snoop Dogg and Xzibit ],['0:03'],['0:52']
Funky Worm [ Ohio Players ],Ghetto Bird [ Ice Cube ],['0:13'],['0:54']
Funky Worm [ Ohio Players ],Wicked [ Ice Cube ],['0:14'],['0:54']
Funky Worm [ Ohio Players ],Gangsta Gangsta [ N.W.A ],['4:07'],['0:47']
Funky Worm [ Ohio Players ],Boom! Shake the Room [ DJ Jazzy Jeff & the Fresh Prince ],['0:02'],['1:31']
Funky Worm [ Ohio Players ],Born to Roll [ Masta Ace Incorporated ],['0:27'],['1:36']
Funky Worm [ Ohio Players ],Funky Boss [ Beastie Boys ],['0:32'],['1:35']
Funky Worm [ Ohio Players ],Garden Grove [ Sublime ],['1:23'],['2:16']
Funky Worm [ Ohio Players ],Countdown [ Snoop Dogg feat. Swizz Beatz ],['0:35'],['1:03']
Funky Worm [ Ohio Players ],Cosmic Slop [ Redman feat. Erick Sermon and Keith Murray ],['1:49'],['1:31']
Funky Worm [ Ohio Players ],"Don't Trip [ The Game feat. Ice Cube, Dr. Dre and will.i.am ]",['1:04'],['0:11']
Let No Man Put Asunder (A Shep Pettibone Mix) [ First Choice ],No Worries [ Butch ],['0:00'],['3:24']
Let No Man Put Asunder (A Shep Pettibone Mix) [ First Choice ],Break of Dawn [ Rhythm on the Loose ],['1:14'],['0:42']
Let No Man Put Asunder (A Shep Pettibone Mix) [ First Choice ],Thousand [ Mo ],"['0:22', '0:42', '0:56']",['2:25']
Let No Man Put Asunder (A Shep Pettibone Mix) [ First Choice ],Can You Party [ Royal House ],"['0:03', '0:35', '1:27', '1:42', '1:57', '2:04']","['2:05', '2:26']"
Let No Man Put Asunder (A Shep Pettibone Mix) [ First Choice ],The Realm [ C'hantal ],['0:00'],['3:34']
Let No Man Put Asunder (A Shep Pettibone Mix) [ First Choice ],"Jack Your Body [ Steve ""Silk"" Hurley ]",['0:00'],['2:29']
Let No Man Put Asunder (A Shep Pettibone Mix) [ First Choice ],Huarache Lights [ Hot Chip ],['1:24'],['3:27']
Let No Man Put Asunder (A Shep Pettibone Mix) [ First Choice ],Next Is the E (I Feel It) [ Mo ],['1:02'],['2:26']
Let No Man Put Asunder (A Shep Pettibone Mix) [ First Choice ],Everyday of My Life [ DJ Rashad feat. DJ Phil ],['0:00'],['3:37']
Let No Man Put Asunder (A Shep Pettibone Mix) [ First Choice ],Too Blind to See It [ Kym Sims ],['0:17'],['3:15']
Let No Man Put Asunder (A Shep Pettibone Mix) [ First Choice ],Don't You Want Some More [ Vaggio ],['0:00'],['0:48']
Let No Man Put Asunder (A Shep Pettibone Mix) [ First Choice ],I Can't Stand It! [ Twenty 4 Seven feat. Captain Hollywood ],['0:07'],['2:25']
Let No Man Put Asunder (A Shep Pettibone Mix) [ First Choice ],"Baby, Baby Baby, Aw Shucks [ Ron Hardy ]",['0:00'],['3:14']
Let No Man Put Asunder (A Shep Pettibone Mix) [ First Choice ],Drop That Beat [ Ixxel ],['1:11'],['3:33']
Let No Man Put Asunder (A Shep Pettibone Mix) [ First Choice ],Swingin' [ Dino ],['0:07'],['2:26']
Let No Man Put Asunder (A Shep Pettibone Mix) [ First Choice ],Everyday of My Life [ House Traffic ],['1:47'],['2:46']
Rapper's Delight [ Sugarhill Gang ],Hotel Room Service [ Pitbull ],['0:54'],['2:10']
Rapper's Delight [ Sugarhill Gang ],The Ketchup Song (Aserejé) [ Las Ketchup ],['0:36'],['0:34']
Rapper's Delight [ Sugarhill Gang ],Spoonin Rap (A Drive Down the Street I Was Spanking and Freaking) [ Spoonie Gee ],"['3:12', '4:30', '4:35']","['3:20', '0:36', '2:24']"
Rapper's Delight [ Sugarhill Gang ],The Breaks [ Kurtis Blow ],['5:20'],['6:46']
Rapper's Delight [ Sugarhill Gang ],Players [ Slum Village ],['0:01'],['0:20']
Rapper's Delight [ Sugarhill Gang ],Housewife [ Dr. Dre feat. Kurupt and Hittman ],['2:21'],['2:28']
Rapper's Delight [ Sugarhill Gang ],Futurama Theme [ Christopher Tyng ],['0:08'],['0:05']
Rapper's Delight [ Sugarhill Gang ],Hotel [ Cassidy feat. R. Kelly ],['0:52'],['2:11']
Rapper's Delight [ Sugarhill Gang ],Crazy Rap [ Afroman ],['5:16'],['9:29']
Rapper's Delight [ Sugarhill Gang ],Intro [ The Notorious B.I.G. ],['1:04'],['0:34']
Rapper's Delight [ Sugarhill Gang ],Triple Trouble [ Beastie Boys ],['0:06'],['0:00']
Rapper's Delight [ Sugarhill Gang ],Gangsta's Delight [ 50 Cent ],['0:07'],['0:35']
Rapper's Delight [ Sugarhill Gang ],Everything's Gonna Be Alright [ Father MC feat. Jodeci ],['0:26'],['0:18']
Rapper's Delight [ Sugarhill Gang ],Apache [ Sugarhill Gang ],['4:42'],['0:43']
Rapper's Delight [ Sugarhill Gang ],Let's Get Down [ Tony! Toni! Toné! feat. DJ Quik ],['0:32'],"['0:44', '1:01']"
Rapper's Delight [ Sugarhill Gang ],2345meia78 [ Gabriel O Pensador ],['0:32'],['0:18']
Straight Outta Compton [ N.W.A ],Michael Jackson [ Fatboy Slim ],['0:26'],['0:05']
Straight Outta Compton [ N.W.A ],Bungle Techno (A-Side) [ Krakpotz ],['0:40'],['0:04']
Straight Outta Compton [ N.W.A ],Hussle in the House [ Nipsey Hussle ],['0:16'],['0:12']
Straight Outta Compton [ N.W.A ],Coca [ A-Dam ],['0:45'],['0:04']
Straight Outta Compton [ N.W.A ],Yesterday [ Black Eyed Peas ],['3:22'],['0:12']
Straight Outta Compton [ N.W.A ],Rap Song [ T-Pain feat. Rick Ross ],['0:43'],['0:13']
Straight Outta Compton [ N.W.A ],Never Be Beat [ 2Pac ],['0:00'],['1:32']
Straight Outta Compton [ N.W.A ],Scarface [ Ghetto Boys ],['0:56'],['2:01']
Straight Outta Compton [ N.W.A ],There Is No Law [ Messiah ],['1:04'],['1:26']
Straight Outta Compton [ N.W.A ],Fuck That Shit [ P.K.O. ],['1:54'],['0:12']
Straight Outta Compton [ N.W.A ],Falling Over the Moon (Spellbound & Mikey Remix) [ DJ Daydream ],['0:03'],['0:04']
Straight Outta Compton [ N.W.A ],AmeriKKKa's Most Wanted [ Ice Cube ],['0:08'],['0:14']
Straight Outta Compton [ N.W.A ],If It Ain't Ruff [ N.W.A ],['2:08'],['1:25']
Straight Outta Compton [ N.W.A ],Bang!!! (Grind Time Anthem) [ Killer Mike ],['2:23'],['1:01']
Straight Outta Compton [ N.W.A ],Skool Bus (Skit) [ A$AP Mob ],['1:30'],['0:12']
Straight Outta Compton [ N.W.A ],Straight Outta Q.B. [ QB Finest ],['0:05'],['0:23']
Hihache [ Lafayette Afro Rock Band ],Nobody Beats the Biz [ Biz Markie feat. T.J. Swan ],['0:00'],['0:07']
Hihache [ Lafayette Afro Rock Band ],Off the Books [ The Beatnuts feat. Big Pun and Cuban Link ],['0:22'],['0:03']
Hihache [ Lafayette Afro Rock Band ],Jingling Baby [ LL Cool J ],['0:09'],['0:01']
Hihache [ Lafayette Afro Rock Band ],Buck Em Down [ Black Moon ],['0:21'],['0:01']
Hihache [ Lafayette Afro Rock Band ],Never [ JID ],['3:00'],['0:00']
Hihache [ Lafayette Afro Rock Band ],Vegas Collie [ Flying Lotus ],['0:00'],['0:01']
Hihache [ Lafayette Afro Rock Band ],Everything's Gonna Be Alright (Ghetto Bastard) [ Naughty  Nature ],['0:41'],['0:01']
Hihache [ Lafayette Afro Rock Band ],Can't Truss It [ Public Enemy ],['2:49'],['0:01']
Hihache [ Lafayette Afro Rock Band ],2 Cups of Blood [ Gravediggaz ],['0:05'],['0:01']
Hihache [ Lafayette Afro Rock Band ],You Sent Me Flying [ Amy Winehouse ],['2:34'],['0:00']
Hihache [ Lafayette Afro Rock Band ],Oodles of O's [ De La Soul ],['0:20'],['0:00']
Hihache [ Lafayette Afro Rock Band ],I Don't Wanna Be Alone (Remix) [ Shai feat. Jay-Z ],['0:00'],['0:00']
Hihache [ Lafayette Afro Rock Band ],Mad Izm [ Channel Live feat. KRS-One ],['0:01'],['0:04']
Hihache [ Lafayette Afro Rock Band ],Who's the Mack? [ Ice Cube ],['0:05'],['0:01']
Hihache [ Lafayette Afro Rock Band ],Feel the Beat [ LL Cool J feat. Timbaland ],['0:00'],['0:03']
Hihache [ Lafayette Afro Rock Band ],If [ Janet Jackson ],['0:13'],['0:01']
Juicy [ The Notorious B.I.G. feat. Total ],Swish Swish [ Katy Perry feat. Nicki Minaj ],['3:19'],['0:41']
Juicy [ The Notorious B.I.G. feat. Total ],New Americana [ Halsey ],['1:51'],['1:12']
Juicy [ The Notorious B.I.G. feat. Total ],"Window [ Tyler, the Creator and Frank Ocean feat. Domo Genesis, Hodgy Beats and Mike G ]",['0:26'],['0:19']
Juicy [ The Notorious B.I.G. feat. Total ],Villuminati [ J. Cole ],"['0:42', '0:52']","['0:50', '0:45']"
Juicy [ The Notorious B.I.G. feat. Total ],The One [ Tamar Braxton ],['0:00'],['0:00']
Juicy [ The Notorious B.I.G. feat. Total ],A Dream [ Jay-Z feat. The Notorious B.I.G. and Faith Evans ],['1:40'],['0:19']
Juicy [ The Notorious B.I.G. feat. Total ],Every Ghetto [ Talib Kweli and 9th Wonder feat. Rapsody ],['3:07'],['1:36']
Juicy [ The Notorious B.I.G. feat. Total ],Let It Go [ Keyshia Cole feat. Missy Elliott and Lil' Kim ],"['2:26', '3:35']","['0:20', '0:17']"
Juicy [ The Notorious B.I.G. feat. Total ],No Biggie [ Logic ],['0:04'],['0:19']
Juicy [ The Notorious B.I.G. feat. Total ],"Maybach Curtains [ Meek Mill feat. Nas, John Legend and Rick Ross ]",['1:25'],['3:15']
Juicy [ The Notorious B.I.G. feat. Total ],Foie Bump [ Joji ],['0:05'],['0:19']
Juicy [ The Notorious B.I.G. feat. Total ],"Brooklyn in My Mind (Crooklyn Dodgers III) [ 9th Wonder, Mos Def, Jean Grae and Memphis Bleek feat. DJ Premier and Darien Brockington ]",['0:05'],['1:37']
Juicy [ The Notorious B.I.G. feat. Total ],HEARD ABOUT US [ The Carters ],['1:12'],['1:06']
Juicy [ The Notorious B.I.G. feat. Total ],Jay Z Empire State of Mind Remix [ Pretty Lights ],['0:20'],"['0:19', '1:30']"
Juicy [ The Notorious B.I.G. feat. Total ],Giant [ Vampire Weekend ],['0:28'],['0:19']
Juicy [ The Notorious B.I.G. feat. Total ],Super Predator [ Joey Bada$$ feat. Styles P ],['0:54'],['3:20']
